SN2021ahpl,host,228.991417,-19.292211,
SN2021apg,host,205.3302257,24.49553688,
SN2021ass,host,27.542208,27.645219,
SN2021can,host,193.8783145,30.02799977,
SN2021dbg,host,141.111625,-6.581431,
SN2021dnm,host,189.3508894,23.09353965,
SN2021eay,host,273.533875,64.778761,
SN2021foa,host,199.3014749,-17.25715752,
SN2021ghc,host,149.137458,0.752289,
SN2021gqu,host,190.002493,1.157033,
SN2021gvm,host,202.5051012,13.41118818,
SN2021inl,host,195.3885213,27.8319791,
SN2021iyt,host,154.6850425,0.05539656,
SN2021jtt,host,145.3185487,35.88405574,
SN2021jun,host,152.792588,54.55068547,
SN2021mim,host,235.0890201,7.281527614,
SN2021mqh,host,174.960292,-7.607389,
SN2021mwh,host,239.1744461,68.3786002,
SN2021niq,host,234.0279695,43.4059958,
SN2021nx,host,39.3051297,-27.5159635,
SN2021ont,host,246.6772259,39.14526676,
SN2021ont,host,246.6772259,39.14526676,
SN2021qqp,host,338.1683985,25.57632064,
SN2021rhk,host,210.76,8.765669,
SN2021rhu,host,0.814286206,16.14570793,
SN2021skn,host,246.2042096,39.7346547,
SN2021tcv,host,32.8916626,43.9797916,
SN2021too,host,325.2261901,10.32515074,
SN2021tyw,host,346.48525,14.3577,
SN2021uoy,host,343.9060791,19.17386751,
SN2021vaz,host,85.507167,69.376869,
SN2021wvd,host,227.6457638,13.45853632,
SN2021ydc,host,21.32348167,22.390363,
SN2021yfj,host,24.44237905,-1.254940086,
SN2021yky,host,16.95926707,27.31479896,
SN2021ywf,host,78.54579792,1.881204673,
SN2021zfx,host,317.3489276,9.760889046,
SN2021zj,host,169.136292,29.09615,
SN2021zny,host,30.899167,15.7426,
SN2022aagp,host,137.674603,7.205641455,
SN2022aaiq,host,216.6333803,56.58421255,
SN2022abdu,host,46.52043909,-46.72138909,
SN2022ablq,host,183.2769942,17.09895167,
SN2022acch,host,141.0079828,-13.52472084,
SN2022acko,host,49.912458,-19.395189,
SN2022acmt,host,48.982458,-18.085089,
SN2022acsh,host,159.2658782,43.6479848,
SN2022adby,host,54.796829,-18.36449272,
SN2022aedm,host,169.8649884,3.10952129,
SN2022an,host,190.884333,-41.365989,
SN2022crr,host,231.2047154,-21.38937019,
SN2022crv,host,148.607958,-25.7031,
SN2022cvz,host,176.4876063,5.861518358,
SN2022dmf,host,211.7443938,-39.10368,
SN2022dml,host,244.371333,14.41795,
SN2022eat,host,167.879083,19.827269,
SN2022eji,host,122.605083,34.004361,
SN2022epu,host,228.691862,31.223633,
SN2022eqb,host,202.2746683,-4.906033374,
SN2022erq,host,278.355667,44.086569,
SN2022erw,host,162.74075,-2.1498,
SN2022esa,host,253.49,-9.70285,
SN2022eux,host,88.880125,-15.676181,
